update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75452,0.8998,2.16508,,,
none,,,,20.53999900817871,0.3655091112531969,3.272758152173913
eacp,,,,60.619998931884766,0.9206162084398977,13.12102381713555
eacp_gini,,,,60.67399978637695,0.7798113810741688,2.402713395140665
eacp_top2,,,,60.53199768066406,0.7862252237851662,2.5438578964194374
eacp_gini_norm,,,,60.75400161743164,0.8910445971867008,8.117127557544757
eacp_top2_norm,,,,60.53799819946289,0.9084478900255755,10.792559143222507
eacp_adaptive,,,,60.64999771118164,0.9270100703324808,14.533647698209718
eacp_online,,,,60.42399978637695,0.922434462915601,13.248221707161125
eacp_sliding,,,,60.54399490356445,0.9217151534526854,13.433703644501279
eacp_top2_norm_adaptive,,,,60.321998596191406,0.915920716112532,12.488990569053708
eacp_adaptive_scaling,,,,60.495994567871094,0.9324448529411765,17.94091671994885
tent_ecp,,,,57.040000915527344,0.9132832480818415,15.853960198209718
tent_ecp_adaptive,,,,56.917999267578125,0.9180187020460358,16.947390505115088
