update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75596,0.90052,2.16824,,,
none,,,,46.02199935913086,0.6784686700767263,3.277293797953964
eacp,,,,68.02399444580078,0.9318654092071611,7.939937659846548
eacp_gini,,,,67.99600219726562,0.8314418158567775,2.085997442455243
eacp_top2,,,,68.23399353027344,0.8407528772378516,2.233196131713555
eacp_gini_norm,,,,68.01200103759766,0.9070492327365729,5.099224744245524
eacp_top2_norm,,,,67.93000030517578,0.9252517583120204,6.97790121483376
eacp_adaptive,,,,68.093994140625,0.9354619565217391,8.679847346547314
eacp_online,,,,68.11399841308594,0.9334438938618926,8.047714194373402
eacp_sliding,,,,68.23200225830078,0.9350023976982097,8.065437180306905
eacp_top2_norm_adaptive,,,,68.18199920654297,0.929627557544757,7.696291560102302
eacp_adaptive_scaling,,,,67.98399353027344,0.9366608056265985,9.203824328644501
tent_ecp,,,,67.04999542236328,0.9374200767263428,9.276834239130435
tent_ecp_adaptive,,,,66.947998046875,0.9383991368286445,9.881853420716112
