update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.7558,0.9006799999999999,2.154,,,
none,,,,5.425999641418457,0.09966432225063938,1.9409367007672633
eacp,,,,45.20199966430664,0.8693454283887468,26.27477621483376
eacp_gini,,,,44.78799819946289,0.6381673593350383,2.906729539641944
eacp_top2,,,,44.40399932861328,0.6440617007672634,3.02991128516624
eacp_gini_norm,,,,45.887996673583984,0.839094469309463,16.98964993606138
eacp_top2_norm,,,,45.624000549316406,0.8576166879795396,21.677549552429667
eacp_adaptive,,,,45.03199768066406,0.8775375639386189,28.83963395140665
eacp_online,,,,45.104000091552734,0.8680067135549873,26.280310901534527
eacp_sliding,,,,45.21799850463867,0.8737811700767263,26.81184063299233
eacp_top2_norm_adaptive,,,,45.28799819946289,0.8693054667519181,26.167359335038363
eacp_adaptive_scaling,,,,45.407997131347656,0.9067695012787724,44.044177589514064
tent_ecp,,,,25.812000274658203,0.646699168797954,26.06255994245524
tent_ecp_adaptive,,,,26.661998748779297,0.67025655370844,27.92423273657289
