update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75448,0.89692,2.11848,,,
none,,,,58.407997131347656,0.7855059143222506,2.8231297953964196
eacp,,,,70.60199737548828,0.9335637787723785,6.298333599744246
eacp_gini,,,,70.61000061035156,0.8421914961636828,1.9061101342710998
eacp_top2,,,,70.68000030517578,0.8532808503836317,2.059762627877238
eacp_gini_norm,,,,70.76799774169922,0.9088874680306905,4.068334398976982
eacp_top2_norm,,,,70.66000366210938,0.9269101662404092,5.608715632992327
eacp_adaptive,,,,70.76599884033203,0.9363411125319693,6.59093270460358
eacp_online,,,,70.61799621582031,0.9362212276214834,6.293538203324808
eacp_sliding,,,,70.59400177001953,0.9351622442455243,6.2535565856777495
eacp_top2_norm_adaptive,,,,70.67399597167969,0.9302269820971867,6.119525255754476
eacp_adaptive_scaling,,,,70.8499984741211,0.936940537084399,6.9418957800511505
tent_ecp,,,,70.20800018310547,0.9397378516624041,7.071970907928389
tent_ecp_adaptive,,,,70.5260009765625,0.942275415601023,7.585977461636829
