update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75728,0.90444,2.19712,,,
none,,,,59.439998626708984,0.7919397378516624,2.8954803388746804
eacp,,,,68.45999908447266,0.9360414002557544,8.263586956521738
eacp_gini,,,,68.33599853515625,0.835817615089514,2.1284367007672635
eacp_top2,,,,68.46599578857422,0.845488331202046,2.2835877557544757
eacp_gini_norm,,,,68.48999786376953,0.9118646099744245,5.234015345268542
eacp_top2_norm,,,,68.52200317382812,0.9282289002557544,7.159906489769821
eacp_adaptive,,,,68.47799682617188,0.937619884910486,8.943394341432224
eacp_online,,,,68.38600158691406,0.9365009590792839,8.246503356777493
eacp_sliding,,,,68.55399322509766,0.9375999040920716,8.367906809462916
eacp_top2_norm_adaptive,,,,68.52399444580078,0.932724584398977,7.950807225063938
eacp_adaptive_scaling,,,,68.35599517822266,0.9393981777493606,9.654012148337596
tent_ecp,,,,67.78399658203125,0.9411764705882353,9.650135869565217
tent_ecp_adaptive,,,,67.6780014038086,0.9437739769820972,10.450967071611252
