update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75324,0.9009600000000001,2.1656,,,
none,,,,2.2079999446868896,0.056026214833759594,3.236852621483376
eacp,,,,34.68199920654297,0.8513227301790282,48.45822010869565
eacp_gini,,,,35.183998107910156,0.5410206202046036,3.1097146739130435
eacp_top2,,,,35.51000213623047,0.5455562659846548,3.136968510230179
eacp_gini_norm,,,,35.77799987792969,0.8135989450127877,30.563778772378516
eacp_top2_norm,,,,35.2859992980957,0.8302829283887468,37.3639705882353
eacp_adaptive,,,,35.152000427246094,0.8587156329923273,51.04355818414322
eacp_online,,,,35.44599914550781,0.8544197570332481,47.12819693094629
eacp_sliding,,,,35.097999572753906,0.8533807544757033,47.02335757672634
eacp_top2_norm_adaptive,,,,35.54999923706055,0.8491648017902813,44.871103740409204
eacp_adaptive_scaling,,,,35.545997619628906,0.9095668158567775,92.03075047953965
tent_ecp,,,,28.63399887084961,0.8056465792838875,51.64016544117647
tent_ecp_adaptive,,,,28.871997833251953,0.8102621483375959,54.04042119565217
