update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75316,0.9019600000000001,2.18412,,,
none,,,,11.013999938964844,0.22324568414322252,3.6098345588235294
eacp,,,,48.33000183105469,0.9008351982097187,28.306845428388748
eacp_gini,,,,48.444000244140625,0.6828244884910486,2.894701086956522
eacp_top2,,,,48.60799789428711,0.689178388746803,2.9695692135549874
eacp_gini_norm,,,,48.513999938964844,0.8663283248081841,17.707660645780052
eacp_top2_norm,,,,48.477996826171875,0.8841911764705882,22.280210997442456
eacp_adaptive,,,,48.77199935913086,0.9098865089514067,31.814058503836318
eacp_online,,,,48.67599868774414,0.9004555626598465,27.952505594629155
eacp_sliding,,,,48.512001037597656,0.9032328964194374,28.56004235933504
eacp_top2_norm_adaptive,,,,48.125999450683594,0.8960797634271099,27.564058503836318
eacp_adaptive_scaling,,,,48.672000885009766,0.9323049872122762,51.499560421994886
tent_ecp,,,,43.689998626708984,0.8866288363171355,32.88003516624041
tent_ecp_adaptive,,,,43.847999572753906,0.8910046355498721,35.30872362531969
