update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75568,0.8969600000000002,2.11904,,,
none,,,,37.73999786376953,0.5728101023017903,3.3315617007672635
eacp,,,,61.18199920654297,0.9211756713554987,12.661445012787723
eacp_gini,,,,61.125999450683594,0.7801310741687979,2.3486053388746804
eacp_top2,,,,61.52399826049805,0.7892423273657289,2.476442615089514
eacp_gini_norm,,,,61.141998291015625,0.8915041560102301,7.967371323529412
eacp_top2_norm,,,,61.425994873046875,0.9120843989769821,10.367746962915602
eacp_adaptive,,,,61.19399642944336,0.9281689578005116,13.928628516624041
eacp_online,,,,61.33599853515625,0.9238531010230179,12.73349584398977
eacp_sliding,,,,61.28199768066406,0.9233335997442456,12.67705003196931
eacp_top2_norm_adaptive,,,,61.49199676513672,0.9197770140664961,12.168797953964194
eacp_adaptive_scaling,,,,60.98200225830078,0.9343230498721228,17.2498601342711
tent_ecp,,,,58.85599899291992,0.9233935421994884,15.369844948849105
tent_ecp_adaptive,,,,58.67399597167969,0.9284287084398977,16.613790760869566
