update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75344,0.8998400000000002,2.15468,,,
none,,,,21.923999786376953,0.37839673913043476,3.6501758312020463
eacp,,,,53.391998291015625,0.907988331202046,19.77409686700767
eacp_gini,,,,53.53199768066406,0.7229859335038363,2.7133951406649617
eacp_top2,,,,53.42599868774414,0.7291000639386189,2.808104219948849
eacp_gini_norm,,,,53.67599868774414,0.8738011508951407,12.469249520460359
eacp_top2_norm,,,,53.391998291015625,0.893042679028133,16.17359335038363
eacp_adaptive,,,,53.61199951171875,0.9134830562659847,21.744285485933503
eacp_online,,,,53.72599792480469,0.9100263746803069,19.80630594629156
eacp_sliding,,,,53.34599685668945,0.9071091751918159,20.07466831841432
eacp_top2_norm_adaptive,,,,53.4900016784668,0.9035126278772379,19.22951966112532
eacp_adaptive_scaling,,,,53.56599807739258,0.9285286125319693,30.50951086956522
tent_ecp,,,,48.81599807739258,0.8983375959079284,24.633431905370845
tent_ecp_adaptive,,,,48.67599868774414,0.903093030690537,26.50169836956522
