update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75664,0.9008000000000002,2.16952,,,
none,,,,54.245994567871094,0.7453644501278772,3.071531329923274
eacp,,,,66.78800201416016,0.9307265025575447,8.883351982097187
eacp_gini,,,,66.88199615478516,0.8246083759590793,2.1491568094629154
eacp_top2,,,,67.03999328613281,0.8331002237851662,2.3131993286445014
eacp_gini_norm,,,,66.75999450683594,0.9052709398976982,5.540621003836317
eacp_top2_norm,,,,66.89199829101562,0.9223945012787724,7.555306905370844
eacp_adaptive,,,,66.89800262451172,0.9338035485933504,9.619884910485933
eacp_online,,,,66.99199676513672,0.9322050831202046,8.741548113810742
eacp_sliding,,,,66.947998046875,0.9330442774936062,8.971447410485933
eacp_top2_norm_adaptive,,,,67.11399841308594,0.9293078644501279,8.653332800511508
eacp_adaptive_scaling,,,,67.0479965209961,0.9376398657289002,10.58473865089514
tent_ecp,,,,66.06800079345703,0.9371003836317136,10.496083759590793
tent_ecp_adaptive,,,,65.9959945678711,0.9394181585677749,11.17071611253197
