update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75436,0.90076,2.17152,,,
none,,,,64.65599822998047,0.8330802429667519,2.7043837915601023
eacp,,,,70.4419937133789,0.9349424552429667,6.677709398976982
eacp_gini,,,,70.36399841308594,0.8460877557544757,1.9675511508951407
eacp_top2,,,,70.59199523925781,0.8545196611253197,2.1224224744245523
eacp_gini_norm,,,,70.44999694824219,0.9102261828644501,4.273397538363171
eacp_top2_norm,,,,70.61000061035156,0.9284886508951407,5.844589194373402
eacp_adaptive,,,,70.48199462890625,0.9371003836317136,7.010390025575448
eacp_online,,,,70.3479995727539,0.9363810741687979,6.636468989769821
eacp_sliding,,,,70.43799591064453,0.9365808823529411,6.685002397698209
eacp_top2_norm_adaptive,,,,70.43199157714844,0.9329044117647058,6.563199328644501
eacp_adaptive_scaling,,,,70.56399536132812,0.937559942455243,7.254835358056266
tent_ecp,,,,70.32600402832031,0.9417559143222506,7.494785006393862
tent_ecp_adaptive,,,,70.27799987792969,0.9444533248081841,7.891683983375959
