update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75336,0.8972000000000001,2.12352,,,
none,,,,74.03199768066406,0.8893062659846548,2.2027853260869565
eacp,,,,74.05599975585938,0.9343030690537084,4.617007672634271
eacp_gini,,,,74.04399871826172,0.8604140025575447,1.7303588554987213
eacp_top2,,,,74.01399230957031,0.8716632033248082,1.8971787084398977
eacp_gini_norm,,,,73.93800354003906,0.9136229219948849,3.1453005115089514
eacp_top2_norm,,,,74.03599548339844,0.931545716112532,4.337735773657289
eacp_adaptive,,,,73.96800231933594,0.9369205562659847,4.838634910485934
eacp_online,,,,74.06399536132812,0.9368006713554987,4.6445012787723785
eacp_sliding,,,,73.98399353027344,0.9372202685421995,4.6293957800511505
eacp_top2_norm_adaptive,,,,73.98999786376953,0.93440297314578,4.7141144501278776
eacp_adaptive_scaling,,,,74.25999450683594,0.9353820332480819,4.73377557544757
tent_ecp,,,,74.35399627685547,0.9444533248081841,5.064198369565218
tent_ecp_adaptive,,,,74.27399444580078,0.9444932864450127,5.187859654731458
