update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.76008,0.9056400000000001,2.22388,,,
none,,,,72.40599822998047,0.8834518861892583,2.4039721867007673
eacp,,,,73.03199768066406,0.9383991368286445,5.3859894501278776
eacp_gini,,,,73.05999755859375,0.8615129475703325,1.8624920076726343
eacp_top2,,,,73.08200073242188,0.8710038363171355,2.0309702685421995
eacp_gini_norm,,,,73.31800079345703,0.9147018861892583,3.5460358056265986
eacp_top2_norm,,,,73.21399688720703,0.9331841432225064,4.967830882352941
eacp_adaptive,,,,73.24199676513672,0.9399776214833759,5.677449648337596
eacp_online,,,,73.19400024414062,0.9394381393861893,5.33681665601023
eacp_sliding,,,,73.24400329589844,0.9401974104859335,5.3554387787723785
eacp_top2_norm_adaptive,,,,73.20800018310547,0.9363011508951407,5.333300031969309
eacp_adaptive_scaling,,,,73.00999450683594,0.9393182544757033,5.704723465473146
tent_ecp,,,,73.55799865722656,0.9461317135549873,5.872002877237851
tent_ecp_adaptive,,,,73.47799682617188,0.9476102941176471,6.139046515345268
