update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75452,0.90296,2.19632,,,
none,,,,69.6199951171875,0.8657089194373402,2.4922874040920715
eacp,,,,71.97200012207031,0.9360014386189258,5.942794916879795
eacp_gini,,,,71.75799560546875,0.8537404092071611,1.913443094629156
eacp_top2,,,,71.8219985961914,0.8633511828644501,2.066576086956522
eacp_gini_norm,,,,71.84599304199219,0.9133831521739131,3.907249040920716
eacp_top2_norm,,,,71.94400024414062,0.9316855818414322,5.32253037084399
eacp_adaptive,,,,71.86799621582031,0.9386389066496164,6.296035805626598
eacp_online,,,,71.76799774169922,0.939298273657289,5.9497082800511505
eacp_sliding,,,,71.84199523925781,0.9385390025575447,5.923893062659847
eacp_top2_norm_adaptive,,,,71.9280014038086,0.9355818414322251,5.852861253196931
eacp_adaptive_scaling,,,,71.9419937133789,0.9395580242966752,6.416520140664962
tent_ecp,,,,72.06400299072266,0.9439937659846548,6.519281489769821
tent_ecp_adaptive,,,,72.13999938964844,0.9460917519181585,6.8868086636828645
