update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75792,0.90136,2.1656,,,
none,,,,63.19000244140625,0.8150875796178344,2.568968949044586
tta,,,,62.69999694824219,0.8097133757961783,2.585191082802548
ecp,,,,63.19000244140625,0.9085390127388535,8.134753184713375
eacp,,,,63.029998779296875,0.9136146496815286,9.408041401273886
