update,cal_acc,cal_cov,cal_size,ood_acc,ood_cov,ood_size
calibration,0.75408,0.90032,2.16492,,,
none,,,,63.19000244140625,0.8137937898089171,2.551950636942675
eacp,,,,62.75999450683594,0.9121218152866242,9.297372611464969
eacp_gini,,,,63.279998779296875,0.7926950636942676,2.234375
eacp_top2,,,,63.089996337890625,0.7991640127388535,2.378980891719745
eacp_gini_norm,,,,62.88999938964844,0.8830613057324841,5.9096337579617835
eacp_top2_norm,,,,63.150001525878906,0.9025676751592356,8.046974522292993
eacp_adaptive,,,,62.93000030517578,0.9176950636942676,10.23626592356688
eacp_online,,,,62.97999572753906,0.9102308917197452,8.863654458598726
eacp_sliding,,,,63.12999725341797,0.9145103503184714,9.368929140127388
eacp_top2_norm_adaptive,,,,63.22999572753906,0.9087380573248408,8.980593152866241
eacp_adaptive_scaling,,,,62.98999786376953,0.9187898089171974,10.921277866242038
tent_ecp,,,,63.08000183105469,0.917296974522293,9.527468152866241
tent_ecp_adaptive,,,,63.13999938964844,0.916202229299363,10.461086783439491
